gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,compartment,contrast
UFD1L,4.7173130479078606e-20,0.3955336858234899,0.328,0.157,1.0870104456294083e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLSCR4,4.731983389870538e-20,1.0621464528789595,0.149,0.047,1.090390932527868e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ATP6V0B,4.8639068770287456e-20,0.17976202111031878,0.52,0.295,1.1207900616737339e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
C11orf31,5.045286144368594e-20,0.2799289898424533,0.593,0.355,1.162585286246855e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NFIC,5.0552497731674517e-20,0.4205405815634162,0.439,0.244,1.1648812052309758e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLA2G16,5.76641515212277e-20,0.42215980754139015,0.387,0.208,1.3287550435036498e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FXYD1,6.073136584197631e-20,0.37676176840185893,0.71,0.451,1.39943286309666e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
BAX,6.232560045660166e-20,0.2329701407435325,0.4,0.208,1.436168811321472e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EMP1,6.318575416091689e-20,0.44793502010269215,0.144,0.044,1.455989333130008e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CHMP2A,7.547948530536823e-20,0.2980558278951625,0.635,0.386,1.7392737798916001e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SYPL1,7.629266729583254e-20,-1.3861509787563338,0.271,0.409,1.758011932497869e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SF3B5,8.66821077371055e-20,0.23641698004249578,0.552,0.326,1.9974158085861222e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
C6orf48,1.0340287567152678e-19,0.3586326741967374,0.738,0.49,2.382712464098992e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HSPG2,1.0378723818818578e-19,0.7719246928508449,0.207,0.083,2.391569329570365e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SOD3,1.0639349601559666e-19,0.6053200197094508,0.851,0.651,2.451625328687394e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL26L1,1.1995313711895903e-19,0.34435237149405074,0.285,0.129,2.764080138632173e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MT-ATP8,1.2721755547717377e-19,0.9485867053577279,0.215,0.088,2.931474130860515e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HDDC2,1.296017434321014e-19,0.32499320057105485,0.432,0.228,2.986412973905913e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IL13RA1,1.4094732054720543e-19,1.2036346611329245,0.138,0.042,3.247849107369255e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
BUD31,1.439181809431749e-19,0.1976382033045296,0.441,0.241,3.316306643473579e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PSMC4,1.456116357098317e-19,0.4519080881770969,0.377,0.196,3.355328921661652e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
JTB,1.5000156300017542e-19,0.22447634499487645,0.573,0.348,3.4564860162130423e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPL12,1.5400630317455788e-19,0.6649947652276136,0.264,0.121,3.548767244051337e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM9,1.5692672362529734e-19,0.5804192657658966,0.23,0.096,3.616062492497726e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HGF,1.5843271844923142e-19,1.274193870130416,0.231,0.103,3.65076513122564e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RGS10,1.6740014690161354e-19,0.16624541749757293,0.162,0.054,3.8574015850538804e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CSNK2B,1.6880740387520044e-19,0.2505423924265419,0.542,0.321,3.8898290074962436e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MVB12A,1.7000473718660074e-19,0.40175134192033046,0.267,0.118,3.917419158990841e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LAP3,1.7836809483583292e-19,0.775340324581394,0.259,0.118,4.110136009302098e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SNRPE,1.9907478091691285e-19,0.25821111306674904,0.61,0.371,4.5872801766684225e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RNF7,2.0464570364139286e-19,0.3200707013398571,0.484,0.278,4.7156509490086155e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CALCRL,2.0687926072090457e-19,1.6725597435595314,0.124,0.036,4.767118804791804e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PMF1,2.1576035143312414e-19,0.26818111257961286,0.322,0.155,4.971765778073479e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IMP3,2.2500924922858914e-19,0.32921432133648487,0.365,0.184,5.1848881299743794e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PTRHD1,2.252541771735679e-19,0.2147283808519067,0.285,0.129,5.190532004610524e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SCAMP3,2.2723417347535234e-19,0.4415047412958999,0.165,0.056,5.236157059392544e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TGFBR2,2.4087152476060345e-19,0.24807108481131768,0.253,0.109,5.5504025450585855e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPS34,2.43300918043583e-19,0.34277710593029115,0.379,0.197,5.6063830544782825e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
BMP4,2.5226388095899727e-19,0.9559672649889266,0.111,0.028,5.812916608938174e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
C14orf119,2.7908375250035e-19,0.5017620678327398,0.342,0.171,6.4309269088655655e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CHCHD1,2.846040076203569e-19,0.14902882273746665,0.281,0.126,6.558130147595884e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CIB1,2.860720034271869e-19,0.19861220007060598,0.476,0.263,6.591957174972668e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
STX4,2.9657487545914653e-19,0.3229540175135315,0.252,0.108,6.833974855205113e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM14C,3.1523220090834753e-19,0.4350146368418473,0.593,0.378,7.263895605531052e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HBB,3.2747821653658243e-19,0.7944940395168851,0.112,0.029,7.546080543652469e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GTF3C6,3.3560640819846985e-19,0.3142856260847306,0.411,0.219,7.733378464117341e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
POLR2H,3.67284692850897e-19,0.13975748437251068,0.276,0.123,8.463341177363219e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SCAMP2,3.781155390358774e-19,0.6310147845509353,0.213,0.087,8.712916366003722e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CDKN1C,3.8575746818284277e-19,0.38991522046943783,0.211,0.083,8.889009339337245e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MVP,4.102660899084455e-19,0.692123444010359,0.28,0.132,9.453761509760309e-15,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CDC123,4.4626580148270265e-19,0.38937816747973286,0.309,0.147,1.0283302863565918e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
COMMD4,4.82552596970209e-19,0.4463950179936438,0.276,0.126,1.1119459491984527e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DNAJC1,4.954780131247501e-19,0.3460719844309008,0.255,0.113,1.1417299856433617e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TAF12,5.415848003593549e-19,0.4615140236536299,0.217,0.088,1.2479738554680614e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UQCC2,5.568095406780516e-19,0.2725138482586579,0.337,0.167,1.2830562245844343e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
P3H3,5.695373817850843e-19,1.1918254744733314,0.106,0.026,1.3123849888473697e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TINAGL1,5.980448386615106e-19,-0.7800117549089642,0.478,0.599,1.378074721727719e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EMC7,6.382516256928017e-19,0.43186689734809164,0.421,0.231,1.470723221083923e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LINC01420,6.525131534164531e-19,0.23961552262404479,0.427,0.232,1.5035860594175328e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CALM2,6.965434487649029e-19,-0.398685466458073,0.955,0.879,1.6050450689889658e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TAF10,7.071723900482018e-19,0.2503743805219856,0.166,0.058,1.6295373383880713e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EDF1,7.205998751375601e-19,0.28930444245277886,0.889,0.667,1.66047829227948e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ELOF1,8.222988528210154e-19,0.29653065757652053,0.315,0.152,1.894823246555466e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MANF,8.321950656376362e-19,0.35531020547156983,0.387,0.205,1.9176270897488052e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PFDN1,8.443601022894359e-19,0.3977387161929632,0.338,0.17,1.945658983705547e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CETN2,8.73325443883906e-19,0.39406566666727505,0.388,0.202,2.0124038203416846e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GADD45A,9.6298592200824e-19,0.3761513729210429,0.319,0.157,2.2190084600835872e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SDF2L1,9.63896875566353e-19,0.3297615328073106,0.269,0.123,2.221107570367547e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UCHL3,9.806816136346075e-19,0.5113534228541674,0.167,0.059,2.259784642298226e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
WASL,9.875137404455661e-19,0.5676377696931734,0.232,0.099,2.275527912108718e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GTF2H5,1.0117070269803284e-18,0.2308695848726035,0.473,0.262,2.3312765022707706e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CNIH4,1.0994397147185078e-18,0.42586374119848053,0.367,0.19,2.5334389346258576e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
EEF1A1,1.1009530946513413e-18,-0.25590155148932947,0.995,0.99,2.5369262160050857e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UROD,1.1172989095900548e-18,0.47406795059551365,0.308,0.15,2.5745918773683632e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TNS3,1.1768448996630548e-18,1.169346690785287,0.156,0.055,2.7118037022935773e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UBE2E2,1.2856484211091127e-18,0.7159615527954507,0.278,0.131,2.962519656761728e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ZNF358,1.3658227734702012e-18,1.0110572724465263,0.144,0.047,3.1472654169073843e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DUSP6,1.485249207215392e-18,0.36241145964793264,0.189,0.073,3.422459748186428e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SNHG19,1.5630646966331169e-18,0.4958073921801214,0.28,0.131,3.601769980451691e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
IGF2,1.6103934510594766e-18,1.1845042646653103,0.206,0.086,3.710829629276352e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TCEA2,1.6107461105903752e-18,0.40647714344329733,0.29,0.137,3.711642262633402e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FUNDC2,1.7102880646077593e-18,0.3202283426316512,0.434,0.24,3.94101678727566e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CHMP4B,1.7607823214032064e-18,0.2414588504075248,0.439,0.242,4.0573707032094086e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ERGIC3,1.8600668388701555e-18,0.3382964502221894,0.487,0.283,4.2861520168084995e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FKBP7,1.956182449559545e-18,0.6333720095878093,0.218,0.092,4.50763121852006e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RILP,1.9671735924030854e-18,0.9561153366698076,0.116,0.032,4.53295810897443e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PDGFD,1.9761732846473513e-18,0.342738949514207,0.115,0.031,4.5536960998128916e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
STEAP4,2.1431097319194113e-18,0.932044533317179,0.239,0.109,4.9383677552618995e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MEA1,2.214441039712394e-18,0.2636648497695047,0.387,0.203,5.102736487809269e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HN1,2.2661377445848646e-18,0.3456341501902811,0.201,0.08,5.2218612048469035e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SPATS2L,2.3773720083262015e-18,0.4286767164115409,0.42,0.235,5.4781783187860663e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AK2,2.4163614898054924e-18,0.5025658074689843,0.264,0.121,5.568021780958796e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
QSOX1,2.5043706775259065e-18,0.9538058411172364,0.317,0.165,5.770821352222947e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FRG1,2.540493939890415e-18,0.35329257139042236,0.432,0.238,5.854060185689484e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AAMDC,2.7507273733669322e-18,0.27694314913485046,0.363,0.185,6.338501086449422e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SH3GLB1,2.9424891893281907e-18,0.5162198615918039,0.392,0.224,6.78037783896895e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GAR1,2.9541824072429038e-18,0.5870670004977268,0.181,0.068,6.807322521009823e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
BCAP31,2.9860463108676526e-18,0.2068880638741188,0.466,0.263,6.880746514132332e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SEC13,3.0116273037267424e-18,0.543496473207694,0.289,0.139,6.939692795977532e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PARN,3.0333865768494943e-18,0.91145996392894,0.117,0.033,6.98983268903429e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SERPINE2,3.035749243512626e-18,0.9791131694259145,0.192,0.077,6.995276981826144e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PXDN,3.1613695215693664e-18,0.9178705241673051,0.163,0.059,7.284743788552291e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TPBG,3.1920494345872163e-18,1.131229958450601,0.123,0.036,7.355439512119323e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SNF8,3.3180915128723233e-18,0.2957474358934821,0.37,0.192,7.645878273111694e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ITGB5,3.3388601083793706e-18,1.202655698795694,0.162,0.059,7.693735347738584e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HSBP1,3.575027057571155e-18,0.29114236450566555,0.612,0.386,8.237934848761212e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLXNB2,3.669390746848266e-18,0.5540145970238144,0.18,0.068,8.455377097962459e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PLOD1,3.686471241931011e-18,1.0002287134993466,0.146,0.049,8.494735682781629e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPS15A,3.72923563056912e-18,0.1868147484045668,0.997,0.982,8.593277663520423e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SERPINI1,3.745109008902416e-18,-1.5048028727821006,0.176,0.325,8.629854689213837e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
GSTM3,3.856471616482942e-18,0.4985058235659149,0.384,0.204,8.886467545861643e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TWF2,4.033688364857144e-18,0.3507057124591786,0.287,0.136,9.294828099140318e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FIS1,4.034297279007269e-18,0.27140742046946764,0.678,0.445,9.29623122001645e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
UBXN4,4.246310950555989e-18,0.2739027734524152,0.475,0.276,9.784774323366165e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
NDUFB3,4.3289441489525276e-18,0.2074778675580578,0.543,0.313,9.97518600243131e-14,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DPCD,4.615296974643585e-18,0.6138761624588436,0.142,0.046,1.0635028818671213e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CTDSP2,4.652353629455635e-18,0.40284431874225046,0.272,0.127,1.0720418468354619e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AKR1B1,4.80921042137567e-18,0.45513046733610407,0.268,0.125,1.1081863573975955e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
H6PD,5.107229768013908e-18,0.3191372576477205,0.14,0.045,1.1768589554434448e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MPST,5.56449790320382e-18,0.3441091255187102,0.278,0.131,1.2822272518352562e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PSMD8,5.6798030189618046e-18,0.32522958056540174,0.527,0.324,1.3087970096593688e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TUSC1,5.7985283617542475e-18,0.624656015319474,0.149,0.051,1.3361548903990312e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
KLF10,5.94961065872925e-18,-1.8603164686721125,0.171,0.308,1.370968784090981e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CINP,5.971172760434721e-18,0.5738113969484184,0.176,0.066,1.3759373391869726e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ZNF706,7.260417345150724e-18,0.157533964239231,0.473,0.264,1.6730179688430814e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AQP1,7.530828674328286e-18,0.6650366372145667,0.19,0.076,1.7353288514254668e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MRPL27,7.67053476906271e-18,0.29804447119985145,0.396,0.21,1.7675213268351203e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
P4HA2,7.680737191586175e-18,1.028117831215255,0.156,0.056,1.7698722710572025e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
WLS,7.905475144166058e-18,0.9774064278024415,0.17,0.063,1.8216586374701847e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
RPL30,8.005036892053282e-18,0.22762628577459232,0.991,0.949,1.8446006510358378e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
DCBLD2,8.47455123816131e-18,0.7150027583267586,0.153,0.053,1.9527908418095105e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
TMEM167A,8.521802271772778e-18,0.23010815021733322,0.253,0.114,1.9636788974846012e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PHLDB1,8.601590361121917e-18,0.43594754278176884,0.241,0.107,1.9820644669133234e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SH3D19,9.050642366308992e-18,0.5119969043675812,0.121,0.036,2.085539520468581e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ITPA,9.087714425005751e-18,0.11017833557415613,0.254,0.114,2.0940820349540752e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
MCFD2,9.08841169110553e-18,0.45763474174544605,0.23,0.1,2.0942427059814471e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
AHI1,9.362440392869312e-18,0.3731604217419313,0.193,0.076,2.1573871397288756e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CYB5A,9.682945233182839e-18,0.45972602008426305,0.405,0.23,2.2312410700823216e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
ADGRA2,1.0389266274989384e-17,0.7175233061327164,0.249,0.115,2.393998627745804e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
PACS1,1.1026200369345187e-17,0.7045554075999627,0.115,0.033,2.5407673511082113e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
HEBP1,1.1128751094727075e-17,0.3810024188039338,0.33,0.167,2.5643981147579597e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
SDF2,1.1703511098544786e-17,0.41718063415984563,0.296,0.144,2.6968400624376753e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
LAMTOR2,1.2014925746322354e-17,0.12611430117476807,0.393,0.207,2.76859933972506e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
FKBP2,1.2118420658128888e-17,0.23598287760328707,0.667,0.43,2.7924476722526395e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
CNPY2,1.2198181029888529e-17,0.22255744171788228,0.474,0.273,2.8108268547172137e-13,mesenchymal_HSC_myofibroblast,cirrhotic_vs_healthy_cell_level
